date,close
1,0.44102547
2,0.34820095
3,0.43269473
4,0.44582734
5,0.45276093
6,0.5261398
7,0.63953835
8,0.60147613
9,0.6054236
10,0.72019684
11,0.73812824
12,0.630758
13,0.64311874
14,0.75160813
15,0.75577414
16,0.80287296
17,0.8725644
18,0.86848545
19,0.8463544
20,0.85138625
21,0.8452040000000001
22,0.87880814
23,0.92239743
24,0.89355105
25,0.9161949
26,0.92037755
27,0.905283
28,0.9090521
29,0.9212377
30,0.9068075999999999
31,0.92522264
32,0.9317728999999999
33,0.86282
34,0.6904031
35,0.4387696
36,0.24454429999999996
37,0.14211151
38,0.09277487
39,0.06777753
40,0.05402792
41,0.04587279599999999
42,0.040731866
43,0.03733334
44,0.03500258
45,0.03335783
46,0.032171037
47,0.031299464
48,0.03065046
49,0.030161822
50,0.029790536
51,0.029506406000000002
52,0.029287688
53,0.029118553
54,0.02898722
55,0.028884957000000003
56,0.028805123999999998
57,0.028742699
58,0.02869382
59,0.028655477000000002
60,0.02862547
61,0.028601917
62,0.02858343
63,0.028569
64,0.028557686000000002
65,0.028548867000000002
66,0.028542003
67,0.028536715
68,0.041300505
69,0.06770288
70,0.15291926
71,0.26663476
72,0.34169552
73,0.49021626
74,0.64567727
75,0.64695466
76,0.66311044
77,0.6099329000000001
78,0.7400504
79,0.69897157
80,0.7534008000000001
81,0.7488097
82,0.7096505999999999
83,0.7090911999999999
84,0.7610321999999999
85,0.72978294
86,0.7515666
87,0.70476925
88,0.7846579
89,0.74637866
90,0.73397565
91,0.8109562
92,0.62303114
93,0.44922340000000005
94,0.5586575
95,0.45609120000000003
96,0.363439
97,0.32617527
98,0.24789265
99,0.19196688
100,0.12703514
101,0.086183585
102,0.14348270000000002
103,0.10678916
104,0.078282565
105,0.06069509
106,0.0529957
107,0.05259002
108,0.05114266
109,0.04879762
110,0.09448580000000001
