date,close
1,0.77441436
2,0.9369617
3,0.9775384
4,0.9839370000000001
5,0.9889375
6,0.98892516
7,0.99201715
8,0.9917845999999999
9,0.99116266
10,0.992959
11,0.9933181000000001
12,0.98932356
13,0.99158394
14,0.9890177
15,0.98739016
16,0.989819
17,0.99069
18,0.9917589
19,0.9897551
20,0.98938096
21,0.98721665
22,0.9832827
23,0.979756
24,0.9589351999999999
25,0.9432964
26,0.9006033000000001
27,0.8968790000000001
28,0.8213526
29,0.6989847
30,0.6400340999999999
31,0.6817972
32,0.6498071999999999
33,0.7011174
34,0.6980965
35,0.67232776
36,0.716825
37,0.7331272
