date,close
1,0.74631226
2,0.6584729
3,0.7712180999999999
4,0.8644408000000001
5,0.88816184
6,0.9184513000000001
7,0.9382790000000001
8,0.9445231
9,0.9432489
10,0.95263755
11,0.95572895
12,0.9540714
13,0.94853926
14,0.94093925
15,0.94778925
16,0.9449843000000001
17,0.9478347
18,0.9517169
19,0.9462127
20,0.9062203000000001
21,0.91363627
22,0.9143476
23,0.91936684
24,0.92328894
25,0.9363816999999999
26,0.93920046
27,0.9358629999999999
28,0.92888355
29,0.93024313
30,0.9466485
31,0.9504690999999998
32,0.9602569
33,0.9617787
34,0.9615718000000001
35,0.9617734
36,0.96956855
37,0.97006613
38,0.9720923
39,0.9732814000000001
40,0.9724151
41,0.97376764
42,0.9765767
43,0.9773193000000001
44,0.9773194
45,0.9752662
46,0.9749426
47,0.9760165000000001
48,0.97805244
49,0.9792484
50,0.96929884
