date,close
1,0.48123083
2,0.4249661
3,0.38453534
4,0.31626683
5,0.2377145
6,0.22467948
7,0.23613220000000001
8,0.31025124
9,0.3084726
10,0.3149254
11,0.29792887
12,0.24616298
13,0.23704253
14,0.18113156
15,0.35576835
16,0.5830673000000001
17,0.7238939
18,0.7919181
19,0.8737311
20,0.9283368000000001
21,0.9423418
22,0.9536946
23,0.9519285
24,0.9234472
25,0.9343933000000001
26,0.88262206
27,0.83367735
28,0.8598916999999999
29,0.9197207000000001
30,0.9210735999999999
31,0.9312488000000001
32,0.94473904
33,0.95617026
