date,close
1,0.5075351
2,0.37730473
3,0.5130549
4,0.61922336
5,0.8101756999999999
6,0.8221638000000001
7,0.84007925
8,0.80716646
9,0.81365544
10,0.84790915
11,0.8591253000000001
12,0.88068545
13,0.90200347
14,0.9059014999999999
15,0.8277651
16,0.87085897
17,0.83455455
18,0.8027368
19,0.8481401
20,0.82391095
21,0.8668581
22,0.8934065000000001
23,0.90996355
24,0.88700014
25,0.85522443
26,0.8784963
27,0.82299036
28,0.8437573
29,0.8352849
30,0.86234593
31,0.8556118
32,0.8535914000000001
33,0.80082107
34,0.76267797
35,0.772415
36,0.55300087
37,0.5410716999999999
38,0.40385523
39,0.32546094
