date,close
1,0.7117068
2,0.77217275
3,0.84177196
4,0.83196414
5,0.8733994
6,0.8685558000000001
7,0.7924818
8,0.84505904
9,0.85393995
10,0.88730067
11,0.7218579
12,0.7548385
13,0.7823021
14,0.8092227
15,0.8679756
16,0.8743079
17,0.8665155999999999
18,0.8342514000000001
19,0.8653848
20,0.88436705
21,0.88198996
22,0.9074207000000001
23,0.9197075000000001
24,0.84157395
25,0.75319606
26,0.6755103
27,0.6424076
28,0.67280895
29,0.7347899
30,0.71770924
31,0.7248378000000001
32,0.7653956999999999
33,0.82959634
34,0.8244276
35,0.61339194
36,0.6502484000000001
37,0.7589864000000001
38,0.7699358000000001
39,0.7546835
40,0.8112753
41,0.83586276
42,0.82807237
43,0.7874149
44,0.80946565
