date,close
1,0.53805864
2,0.5539704000000001
3,0.62194884
4,0.6946239000000001
5,0.7934912
6,0.8248268
7,0.8696565999999999
8,0.89146316
9,0.81608826
10,0.5989397
11,0.6564039
12,0.7117074000000001
13,0.7923982
14,0.78724265
15,0.5720929
16,0.6535572
17,0.7447201999999999
18,0.79747283
19,0.77447814
20,0.65904117
21,0.70446527
22,0.5846916999999999
23,0.59475386
24,0.71106356
25,0.7524316999999999
26,0.8519742
27,0.88125116
28,0.7751718000000001
29,0.82961804
30,0.86995417
31,0.8142474000000001
32,0.6067269000000001
33,0.55199224
34,0.48981798
35,0.35810438
36,0.24608739
37,0.37249440000000006
38,0.42544976
39,0.49601027
40,0.47743493
