date,close
1,0.34654868
2,0.31502298
3,0.3827315
4,0.6594376000000001
5,0.73793197
6,0.84038776
7,0.91412383
8,0.9410525
9,0.9634924000000001
10,0.97286564
11,0.9768593000000001
12,0.9808508
13,0.98155814
14,0.9824424999999999
15,0.9861194
16,0.9847969000000001
17,0.9865056999999999
18,0.98591715
19,0.9850841
20,0.98502874
21,0.9844381
22,0.97948277
23,0.9739730999999999
24,0.9747423000000001
25,0.96931654
26,0.96703523
27,0.96919155
28,0.9686581
29,0.9683311
30,0.9707949
31,0.97185296
32,0.9585045
33,0.9483216999999998
34,0.8804728999999999
35,0.7681524000000001
36,0.8004281
37,0.78683174
38,0.6202335
39,0.68842685
40,0.6753571
41,0.6998106
42,0.73214126
43,0.82282007
44,0.7558271
45,0.7674321999999999
46,0.6363409999999999
47,0.71819127
48,0.6736648000000001
49,0.7135625
50,0.59661305
51,0.4415589
52,0.29327345
53,0.35479414
54,0.46230397
55,0.38989258
56,0.49058563
57,0.63473135
58,0.7359237
59,0.8111109000000001
60,0.8602583
61,0.8651540000000001
62,0.8647321
63,0.8796465
64,0.91015506
65,0.9354111999999999
66,0.9456867
67,0.9352691999999999
68,0.9370081
69,0.95037484
70,0.9531508
71,0.9617880999999999
72,0.96324754
