date,close
1,0.5718328
2,0.5752329
3,0.5762738000000001
4,0.34679094
5,0.4711617
6,0.6424863000000001
7,0.42303798
8,0.5574354
9,0.69704795
10,0.47789013
11,0.27714822
12,0.20949341
13,0.35494527
14,0.4486675
15,0.3760925
16,0.41410828
17,0.5415072
18,0.62708247
19,0.7145389
20,0.7913395000000001
21,0.8164975
22,0.8886659
23,0.89773536
24,0.8254304
25,0.8027384
26,0.78892344
27,0.8208736999999999
28,0.81397665
29,0.7189375
30,0.78766745
31,0.7926468000000001
32,0.81499666
33,0.6921655
34,0.7273310000000001
35,0.76053995
36,0.76333576
37,0.798035
38,0.83093715
39,0.6157081
40,0.36852002
41,0.2050136
42,0.14775169
43,0.25021714
44,0.18480669
45,0.14893965
46,0.24936356
47,0.37718168
48,0.49660364
49,0.6193576999999999
50,0.555056
51,0.35005707
52,0.4719824000000001
53,0.33014667
