date,close
1,0.67356586
2,0.7363196999999999
3,0.7860866
4,0.7651753000000001
5,0.7636048000000001
6,0.6046994000000001
7,0.7061673
8,0.78815264
9,0.6493691
10,0.6287421
11,0.712734
12,0.5803295
13,0.674335
14,0.76891166
15,0.84641063
16,0.8701285
17,0.77747357
18,0.6808255
19,0.68604
20,0.7985631
21,0.8472511
22,0.87862676
23,0.9072834999999999
24,0.9126978000000001
25,0.9157318999999999
26,0.8279296
27,0.87887675
28,0.82993525
29,0.74171025
30,0.77777255
31,0.64901024
32,0.7904104999999999
33,0.82698905
34,0.8554963
