date,close
1,0.49151903
2,0.5231758
3,0.44878417
4,0.5464239000000001
5,0.31382209999999994
6,0.40234742
7,0.5026470999999999
8,0.57033926
9,0.43464902
10,0.37017459999999996
11,0.44532025
12,0.42605109999999996
13,0.3773796
14,0.26174042
15,0.3535199
16,0.44311455
17,0.42807847
18,0.47291905
19,0.44417503
20,0.40082222
21,0.26142856
22,0.33930242
23,0.4315452
24,0.52051973
25,0.40671727
26,0.55861944
27,0.60003257
28,0.39539453
29,0.41025457
30,0.25149897
31,0.20030839999999997
32,0.142975
33,0.15919679999999997
34,0.10231636
35,0.0745554
36,0.1173665
37,0.17240426
38,0.20916143
39,0.37059844
40,0.32906634
41,0.38221312
42,0.39932212
43,0.24491157
44,0.3308698
45,0.20970094
46,0.29897690000000005
47,0.26758447
48,0.2693237
49,0.1676741
50,0.12776837
51,0.15986905
52,0.10504348599999999
53,0.08930503
54,0.07931413
