date,close
1,0.79925805
2,0.7467468
3,0.6322999
4,0.57716936
5,0.54176635
6,0.5500313
7,0.5073178
8,0.5492438000000001
9,0.57407135
10,0.72869396
11,0.8007390999999999
12,0.88885593
13,0.92892045
14,0.92230284
15,0.91882867
16,0.9113863999999999
17,0.8937746999999999
18,0.8870778
19,0.8863886000000001
20,0.81574106
21,0.74908614
22,0.81414884
23,0.7514749
24,0.8945354
25,0.9190195
26,0.9227609
27,0.8460219999999999
28,0.90326434
29,0.9163154
30,0.8704649
31,0.83023554
32,0.79822016
33,0.6877715
34,0.7926122
35,0.791574
36,0.8147545
37,0.80831856
38,0.85726607
39,0.90393233
40,0.9338219999999999
41,0.9479257999999999
42,0.95712453
43,0.9608874
44,0.96243274
45,0.9726281999999999
46,0.97996706
47,0.9819074000000001
48,0.98559463
49,0.98968023
50,0.98856026
