date,close
1,0.45012042
2,0.41372349999999997
3,0.35982472
4,0.40417054
5,0.49315745
6,0.6044705
7,0.5866399999999999
8,0.59114236
9,0.5237179
10,0.6317958
11,0.61841595
12,0.5011757
13,0.37533882
14,0.31724775
15,0.48975420000000003
16,0.53440654
17,0.32854047
18,0.19387886
19,0.14116329
20,0.19264372
21,0.2761966
22,0.31845367
23,0.19332765
24,0.14047872
25,0.27552944
26,0.17269629
27,0.16829126
28,0.11803483
29,0.08398089
30,0.06483029
31,0.053439535
32,0.04627742
33,0.041556697000000004
34,0.038321648
35,0.036032837000000005
36,0.031368352
37,0.037724778
38,0.03913674
39,0.036882386
40,0.03510312
41,0.033752196
42,0.03307518
43,0.05445268
