date,close
1,0.34654868
2,0.4361714
3,0.29086113
4,0.4075382
5,0.448006
6,0.5049935000000001
7,0.5317710999999999
8,0.5449393
9,0.33974773
10,0.46395484
11,0.48139309999999996
12,0.41402653
13,0.31692323
14,0.20233370000000003
15,0.37891963
16,0.238695
17,0.14836669
18,0.10012806
19,0.13225761
20,0.08744079
21,0.06668691
22,0.05444577
23,0.04685701
24,0.04424585
25,0.05331722
26,0.08270362
27,0.17750184
28,0.12688844
29,0.09046613
30,0.06960848
31,0.06263484
32,0.11769369999999998
33,0.24115491
34,0.22076228
35,0.20287244
36,0.31738076
37,0.47065362
38,0.6352095
39,0.74238515
40,0.78524673
41,0.7777875
42,0.6685112
43,0.6006701999999999
44,0.6644286
45,0.65086055
46,0.6724295
47,0.6831908
48,0.7139681999999999
49,0.7002217
50,0.73696995
51,0.770613
52,0.7933199000000001
53,0.8209491
54,0.86399305
55,0.8596927
56,0.8843264999999999
57,0.896616
58,0.9079618
59,0.8820954
60,0.84693414
61,0.8353640999999999
62,0.82067096
