date,close
1,0.34654868
2,0.18420038
3,0.11006033
4,0.07560883
5,0.057958286
6,0.048015416
7,0.041973405
8,0.038083676000000004
9,0.03546733
10,0.033647653
11,0.032349035
12,0.031403434
13,0.030704059
14,0.030180288
15,0.029784322000000002
16,0.029482689
17,0.029251639
18,0.029073881
19,0.028936777
20,0.028830857999999997
21,0.028748976000000002
22,0.02868578
23,0.028637046
24,0.028599625
25,0.028571025
26,0.028549302000000002
27,0.02853296
28,0.028520815
29,0.028511966
30,0.028505666000000002
31,0.028501308
32,0.027917672
33,0.026742939
34,0.030522527
35,0.03609884
36,0.03933333
37,0.041630886
38,0.047704235
39,0.052325454
40,0.057018905999999994
41,0.061336762999999996
42,0.06634915599999999
43,0.067522116
44,0.07040568
45,0.12538077
46,0.26574492
47,0.4015341
48,0.5921828
49,0.68024516
50,0.7329715
51,0.80978954
52,0.8349261
53,0.84512794
54,0.8783251
55,0.8660718000000001
56,0.8584457
57,0.8436610999999999
58,0.8548566999999999
