date,close
1,0.742182
2,0.82166207
3,0.666367
4,0.6344259
5,0.69760627
6,0.73593926
7,0.78666323
8,0.6723394
9,0.7330786
10,0.5982238000000001
11,0.6629861
12,0.42347682
13,0.30917072
14,0.22558114
15,0.18593517
16,0.14286873
17,0.24188563
18,0.30895808
19,0.25324926
20,0.33037737
21,0.20362903
22,0.27625456
23,0.46588108
24,0.5768305
25,0.4253401
26,0.59892005
27,0.70609754
28,0.64229995
29,0.5100989
30,0.43927085
31,0.47314490000000003
32,0.7056839
33,0.51398695
34,0.5749076
35,0.6986505000000001
36,0.5096323
37,0.38651657
38,0.46498945
39,0.52569056
40,0.44892293
41,0.44165814
42,0.3529903
43,0.47249755
44,0.5946302
45,0.66237384
46,0.6003097
47,0.66939884
48,0.6428043000000001
49,0.6159528000000001
50,0.7264066
51,0.6981480999999999
