date,close
1,0.67360604
2,0.73485357
3,0.7965812
4,0.67925316
5,0.58482766
6,0.5412312
7,0.43208468
8,0.54886967
9,0.6780646
10,0.7442321
11,0.7827571999999999
12,0.83884144
13,0.8079374
14,0.8183574
15,0.8105366999999999
16,0.8701909999999999
17,0.89452463
18,0.9268318999999999
19,0.95835394
20,0.96485126
21,0.97110695
22,0.97297186
23,0.97458696
24,0.97127974
25,0.9740434000000001
26,0.9668205
27,0.9635669
28,0.9661161
29,0.9648735
30,0.9556938
31,0.9474618
32,0.9287777
33,0.91407055
34,0.90830684
35,0.86298484
36,0.84420884
37,0.84067583
38,0.8194809000000001
39,0.76807135
40,0.79639876
41,0.71577126
42,0.75799507
43,0.76095927
44,0.6328488
45,0.3795206
46,0.21191279999999996
47,0.2914349
48,0.5528586999999999
49,0.76940274
50,0.8407186
51,0.81541455
52,0.78193253
53,0.8198129999999999
54,0.81323385
55,0.7757357
56,0.81147474
57,0.7203474
58,0.67217827
