date,close
1,0.34654868
2,0.39584790000000003
3,0.38555032
4,0.32030390000000003
5,0.17116572
6,0.10507715
7,0.1898243
8,0.24598202
9,0.35028446
10,0.35282972
11,0.39705884
12,0.27078307
13,0.37252867
14,0.5157742000000001
15,0.36828354
16,0.26023695
17,0.40280977
18,0.24918777
19,0.40274474
20,0.26032647
21,0.2005956
22,0.17004026
23,0.25146812
24,0.27170005
25,0.23863298
26,0.37682512
27,0.36391893
28,0.23169011
29,0.31413683
30,0.3822507
31,0.49873009999999995
32,0.5124944
33,0.47282618
34,0.4140107
35,0.31860609999999995
36,0.23730144
37,0.1550096
38,0.10462165
39,0.07683566
40,0.060781173
41,0.051002882
42,0.046402
43,0.04689069
